cca301s1g00043,cpa1s1g00620,dz186s6g00774,ga198s11g03403,hli2s8g00012,hum1sNW_018397273.1g00053,opy300s25g00677,tc180s4g00387
cca301s4g01849,cpa1s1g02195,dz186s29g00543,ga198s2g00833,.,hum1sNW_018397260.1g00168,opy300s1g02037,tc180s8g01070
cca301s4g02026,cpa1s2g00182,dz186s20g00039,ga198s1g00224,hli2s10g00503,hum1sNW_018397254.1g02114,opy300s24g00408,.
cca301s4g02093,cpa1s3g00962,dz186s12g00613,.,hli2s17g00939,hum1sNW_018397254.1g02072,opy300s24g00385,tc180s2g01390
cca301s4g02196,cpa1s5g02180,dz186s12g00655,ga198s4g00450,.,hum1sNW_018397254.1g01976,opy300s35g00517,tc180s2g01302
cca301s4g02247,cpa1s5g02229,.,ga198s4g00468,hli2s17g00899,hum1sNW_018397254.1g02019,opy300s7g01745,tc180s2g01341
cca301s4g02255,cpa1s5g02239,.,ga198s4g00471,hli2s17g00905,hum1sNW_018397254.1g02024,opy300s35g00492,tc180s2g01347
cca301s4g02362,cpa1s6g01441,dz186s17g00870,ga198s1g00169,.,hum1sNW_018397254.1g01851,opy300s24g00304,tc180s2g01193
cca301s4g02365,cpa1s6g01444,dz186s17g00866,ga198s4g00416,.,hum1sNW_018397254.1g01846,opy300s35g00575,tc180s2g01189
cca301s4g02367,cpa1s6g01282,dz186s17g00864,ga198s3g02202,.,hum1sNW_018397254.1g01843,opy300s12g01474,tc180s2g01186
cca301s4g02394,cpa1s6g01249,.,ga198s12g01565,hli2s10g00629,hum1sNW_018397254.1g01820,opy300s10g00615,tc180s2g01160
cca301s4g02445,cpa1s6g01351,dz186s17g00815,ga198s12g02802,hli2s10g00660,.,opy300s10g00598,tc180s2g01120
cca301s4g02460,cpa1s5g00459,dz186s17g00798,ga198s4g00148,.,hum1sNW_018397254.1g01752,opy300s35g00620,tc180s2g01100
cca301s4g02524,cpa1s2g01272,dz186s25g00038,ga198s3g01950,.,hum1sNW_018397277.1g00004,opy300s12g00403,tc180s2g01679
cca301s4g02638,cpa1s8g01271,dz186s8g01017,ga198s3g01875,.,hum1sNW_018397266.1g00659,opy300s12g00487,tc180s2g01761
cca301s4g02678,cpa1s8g01221,dz186s8g01046,ga198s3g01849,.,hum1sNW_018397266.1g00590,opy300s12g00513,tc180s2g01825
cca301s4g02695,cpa1s8g01198,dz186s25g00142,ga198s5g03462,.,hum1sNW_018397266.1g00569,opy300s18g00865,tc180s2g01845
cca301s4g02795,cpa1s6g01740,dz186s25g00220,ga198s10g00052,.,hum1sNW_018397266.1g00454,opy300s7g00477,tc180s2g01953
cca301s4g02864,cpa1s6g01797,dz186s8g01146,ga198s3g01699,.,hum1sNW_018397254.1g02231,opy300s12g00659,tc180s2g01541
cca301s4g02983,cpa1s1g01465,dz186s2g01770,ga198s1g01168,.,hum1sNW_018397266.1g00304,opy300s9g01294,tc180s2g02101
cca301s4g03056,cpa1s2g01827,dz186s25g00437,ga198s1g01661,.,hum1sNW_018397266.1g00232,opy300s7g00355,tc180s2g02176
cca301s4g03078,cpa1s2g01874,dz186s8g01264,ga198s12g01305,.,hum1sNW_018397266.1g00207,opy300s10g00879,tc180s2g02201
cca301s4g03103,cpa1s2g01904,dz186s8g01281,.,hli2s18g00261,hum1sNW_018397266.1g00170,opy300s7g00313,tc180s2g02236
cca301s4g03116,cpa1s3g01601,dz186s25g00489,ga198s13g00294,.,hum1sNW_018397266.1g00155,opy300s7g00302,tc180s2g02250
cca301s4g03133,cpa1s3g01548,dz186s25g00506,ga198s12g01280,.,hum1sNW_018397266.1g00130,opy300s10g01068,tc180s2g02270
cca301s4g03160,cpa1s3g01080,dz186s25g00525,ga198s13g01189,.,hum1sNW_018397266.1g00095,opy300s7g00271,tc180s2g02298
cca301s4g03294,cpa1s2g00631,dz186s25g00633,ga198s12g01212,.,hum1sNW_018397283.1g00059,opy300s7g00159,tc180s2g02452
cca301s4g03324,cpa1s2g00596,dz186s12g00100,ga198s13g00929,.,hum1sNW_018397283.1g00093,opy300s7g00129,tc180s2g02487
cca301s4g03505,cpa1s3g00502,dz186s26g00365,ga198s9g00725,.,hum1sNW_018397264.1g00664,opy300s42g00235,tc180s4g01625
cca301s4g03773,cpa1s3g00785,dz186s19g00701,ga198s9g02627,.,hum1sNW_018397264.1g00949,opy300s27g00204,tc180s4g01907
cca301s4g03813,cpa1s3g02085,dz186s19g00720,ga198s10g01216,hli2s3g01199,hum1sNW_018397264.1g00977,.,tc180s4g01939
cca301s4g03829,cpa1s3g02115,dz186s19g00751,ga198s9g00804,.,hum1sNW_018397264.1g01014,opy300s42g00116,tc180s4g01968
cca301s4g03914,cpa1s3g02215,dz186s19g00829,ga198s10g01127,.,hum1sNW_018397264.1g01122,opy300s29g00169,tc180s4g02063
cca301s4g03965,cpa1s5g00147,dz186s19g00905,ga198stig00006685g00019,.,hum1sNW_018397264.1g01215,opy300s42g00036,tc180s4g02152
cca301s4g04039,cpa1s5g00030,dz186s19g00983,ga198s10g00948,hli2s10g00014,.,opy300s29g00031,tc180s4g02263
cca301s4g04044,cpa1s5g00021,dz186s19g00987,ga198s3g00675,hli2s3g01433,.,opy300s39g00547,tc180s4g02275
cca301s5g00022,cpa1s8g01083,dz186s2g00860,ga198stig00000254g00022,.,hum1sNW_018397263.1g00028,opy300s9g00022,tc180s5g00033
cca301s5g00041,cpa1s8g01442,dz186s7g01567,ga198s4g00576,hli2s16g00040,hum1sNW_018397263.1g00062,.,tc180s5g00067
cca301s5g00147,cpa1s8g00318,dz186s4g01585,ga198s4g00658,.,hum1sNW_018397263.1g00171,opy300s28g00052,tc180s5g00172
cca301s5g00276,cpa1s8g00441,dz186s2g00621,ga198s9g01788,.,hum1sNW_018397263.1g00329,opy300s1g03056,tc180s5g00348
cca301s5g00282,cpa1s8g00354,dz186s2g00613,ga198s4g00752,.,hum1sNW_018397263.1g00338,opy300s4g01578,tc180s5g00357
cca301s5g00446,cpa1s8g02018,dz186s2g00472,ga198s1g01626,.,hum1sNW_018397263.1g00514,opy300s28g00180,tc180s5g00545
cca301s5g00491,cpa1s8g01521,dz186s2g00442,ga198s1g01592,.,hum1sNW_018397263.1g00557,opy300s28g00196,tc180s5g00589
cca301s5g00538,cpa1s8g01570,dz186s2g00404,ga198s9g01567,.,hum1sNW_018397263.1g00606,opy300s1g02846,tc180s5g00640
cca301s5g00605,cpa1s8g01642,dz186s2g00350,.,hli2s16g00436,hum1sNW_018397263.1g00676,opy300s1g02801,tc180s5g00711
cca301s5g00607,cpa1s8g01644,dz186s2g00348,ga198s9g01594,.,hum1sNW_018397263.1g00678,opy300s1g02799,tc180s5g00713
cca301s5g00724,cpa1s8g01760,dz186s2g00239,ga198s11g00188,.,hum1sNW_018397263.1g00796,opy300s37g00267,tc180s5g00842
cca301s5g00745,cpa1s8g01774,dz186s4g01252,ga198s11g00190,.,hum1sNW_018397259.1g00362,opy300s37g00270,tc180s5g01306
cca301s5g01036,cpa1s8g01969,dz186s2g00074,ga198s9g01393,.,hum1sNW_018397259.1g00125,opy300s1g02439,Tc05v2_t013040.15
cca301s5g01321,cpa1s8g01019,dz186s4g00689,.,hli2s11g01471,hum1sNW_018397271.1g00076,opy300s1g02323,tc180s5g00947
cca301s5g01414,cpa1s1g01095,dz186s11g00021,ga198s6g02452,.,hum1sNW_018397259.1g00395,opy300s4g00973,tc180s5g01335
cca301s5g01537,cpa1s1g01110,dz186s18g00239,ga198s13g01059,hli2s19g01313,hum1sNW_018397259.1g00492,opy300s28g00875,.
cca301s5g01578,cpa1s3g01536,dz186s4g00481,ga198s2g00539,.,hum1sNW_018397259.1g00516,opy300s44g00408,tc180s5g01462
cca301s5g01892,cpa1s6g02005,dz186s18g00434,ga198s11g01366,.,hum1sNW_018397259.1g00735,opy300s4g00564,tc180s5g01557
cca301s5g02081,cpa1s6g02166,dz186s18g00597,ga198s11g01185,.,hum1sNW_018397259.1g00924,opy300s4g00393,tc180s5g01873
cca301s5g02145,cpa1s6g02228,dz186s18g00659,ga198stig00024115g00001,.,hum1sNW_018397259.1g00989,opy300s28g01040,tc180s5g01934
cca301s5g02207,cpa1s6g02279,dz186s4g00173,ga198s13g02112,hli2s11g01946,hum1sNW_018397259.1g01054,opy300s44g00137,.
cca301s5g02239,cpa1s6g02310,dz186s18g00744,ga198s11g00999,.,hum1sNW_018397259.1g01084,opy300s4g00258,tc180s5g02033
cca301s5g02378,cpa1s3g00199,dz186s18g00876,ga198s13g01362,.,hum1sNW_018397259.1g01201,opy300s28g01135,tc180s5g02136
cca301s5g02520,cpa1s3g00043,dz186s18g01004,.,hli2s19g02185,hum1sNW_018397259.1g01390,opy300s30g00011,tc180s5g02326
cca301s6g00307,cpa1s9g01336,dz186s3g01207,ga198s12g00017,hli2s12g00535,.,opy300s26g00684,tc180s3g00048
cca301s6g00371,cpa1s9g00641,dz186s3g00922,ga198s9g00640,.,hum1sNW_018397265.1g00249,opy300s1g00560,tc180s3g00219
cca301s6g00455,cpa1s6g00362,dz186s30g00292,ga198s11g02613,.,hum1sNW_018397262.1g00101,opy300s12g02618,tc180s8g01380
cca301s6g00473,cpa1s7g02034,dz186s2g00681,ga198s4g00922,.,hum1sNW_018397254.1g02251,opy300s4g01409,tc180s2g01571
cca301s6g00559,cpa1s9g00512,dz186s3g00841,ga198s12g00075,.,hum1sNW_018397265.1g00107,opy300s6g00614,tc180s3g00369
cca301s6g00590,cpa1s1g01471,dz186s27g00063,ga198s11g01618,hli2s7g01009,.,opy300s1g01423,tc180s8g00400
cca301s6g00931,cpa1s8g00576,.,ga198s4g01922,hli2s15g00962,hum1sNW_018397269.1g00281,opy300s41g00518,tc180s10g00895
cca301s6g01082,cpa1s8g01059,dz186s7g01002,ga198s6g02174,.,hum1sNW_018397270.1g00165,opy300s30g00519,tc180s10g01024
cca301s6g01136,cpa1s6g02094,dz186s4g00753,ga198s5g03001,.,hum1sNW_018397270.1g00200,opy300s22g01614,tc180s10g01078
cca301s6g01181,cpa1s2g01249,dz186s7g00971,ga198s4g01990,.,hum1sNW_018397270.1g00244,opy300s41g00447,tc180s10g01132
cca301s6g01210,cpa1s2g00279,dz186s23g00181,ga198s10g00921,.,hum1sNW_018397270.1g00252,opy300s22g01589,tc180s10g01146
cca301s6g01271,cpa1s2g01690,dz186s4g00801,ga198s4g02019,.,hum1sNW_018397270.1g00324,opy300s41g00408,tc180s10g01212
cca301s6g01336,cpa1s9g01714,dz186s11g00681,ga198s9g00951,.,hum1sNW_018397267.1g00708,opy300s11g00849,tc180s6g01090
cca301s6g01379,cpa1s2g01687,dz186s24g00801,ga198s10g03062,hli2s5g01127,hum1sNW_018397274.1g00125,.,tc180s6g00130
cca301s6g01386,cpa1s5g01647,dz186s11g01305,ga198s10g03016,.,hum1sNW_018397274.1g00119,opy300s23g00619,tc180s6g00124
cca301s6g01410,cpa1s9g01974,dz186s11g01292,ga198s3g00993,.,hum1sNW_018397274.1g00086,opy300s19g00164,tc180s6g00082
cca301s6g01455,cpa1s3g02402,dz186s18g00104,ga198s5g02689,.,hum1sNW_018397262.1g00027,opy300s40g00952,tc180s8g01263
cca301s6g01513,cpa1s6g00560,dz186s11g00020,ga198s4g01879,.,hum1sNW_018397259.1g00396,opy300s4g00974,tc180s5g01336
cca301s6g01623,cpa1s5g01953,.,ga198s6g02260,hli2s2g00390,hum1sNW_018397274.1g00235,opy300s17g01096,tc180s6g00236
cca301s6g01716,cpa1s4g01968,dz186s11g00149,ga198s11g03998,.,hum1sNW_018397275.1g00160,opy300s23g00512,tc180s6g00445
cca301s6g01736,cpa1s5g02031,dz186s24g00667,ga198s10g02284,.,hum1sNW_018397275.1g00138,opy300s22g00228,tc180s6g00487
cca301s6g01773,cpa1s7g00226,dz186s11g01147,ga198s6g01910,.,hum1sNW_018397267.1g00053,opy300s23g00710,tc180s6g01698
cca301s6g01819,cpa1s7g00151,dz186s11g01091,ga198s10g02989,.,hum1sNW_018397267.1g00125,opy300s22g01051,tc180s6g01629
cca301s6g01966,cpa1s7g00009,dz186s28g00608,ga198s10g02917,.,hum1sNW_018397267.1g00310,opy300s22g00952,tc180s6g01461
cca301s6g02021,cpa1s7g00354,dz186s28g00580,ga198s5g01767,.,hum1sNW_018397267.1g00378,opy300s11g00754,tc180s6g01398
cca301s6g02079,cpa1s7g00467,dz186s11g00856,ga198s6g01485,.,hum1sNW_018397267.1g00464,opy300s22g00842,tc180s6g01314
cca301s6g02127,cpa1s7g00487,dz186s24g00240,ga198s5g01698,hli2s2g00943,hum1sNW_018397267.1g00509,opy300s19g00763,.
cca301s6g02160,cpa1s7g00513,dz186s11g00783,ga198s6g01447,.,hum1sNW_018397267.1g00560,opy300s23g01001,tc180s6g01219
cca301s6g02252,cpa1s5g01643,dz186s24g00741,ga198s5g01203,.,hum1sNW_018397270.1g00009,opy300s19g00137,tc180s6g00462
cca301s6g02263,cpa1s5g01698,.,ga198s10g03065,hli2s2g00155,hum1sNW_018397270.1g00038,opy300s22g00050,tc180s6g00424
cca301s6g02325,cpa1s5g02194,dz186s13g00764,ga198s5g01708,.,hum1sNW_018397274.1g00151,opy300s22g00159,tc180s6g00160
cca301s6g02352,cpa1s2g01290,dz186s24g00370,ga198s10g02647,.,hum1sNW_018397267.1g00783,opy300s22g00633,tc180s6g01024
cca301s6g02420,cpa1s2g01647,.,ga198s10g02597,hli2s2g00694,hum1sNW_018397267.1g00857,opy300s22g00581,tc180s6g00950
cca301s6g02462,cpa1s5g01656,dz186s28g00346,ga198s5g01517,.,hum1sNW_018397267.1g00915,opy300s19g00555,tc180s6g00899
cca301s6g02513,cpa1s4g01724,.,ga198s6g02491,hli2s2g00623,hum1sNW_018397267.1g00971,opy300s17g01226,tc180s6g00847
cca301s6g02863,cpa1s5g02000,dz186s11g00187,ga198s10g02267,.,hum1sNW_018397275.1g00112,opy300s22g00249,tc180s6g00510
cca301s7g00034,cpa1s2g02030,.,ga198stig00007416g00002,hli2s11g01247,hum1sNW_018397257.1g01220,opy300s36g00002,tc180s9g02682
cca301s7g00176,cpa1s7g01310,dz186s6g00376,ga198s7g00089,.,hum1sNW_018397256.1g00711,opy300s3g00128,tc180s9g00823
cca301s7g00363,cpa1s6g02468,dz186s1g00885,.,hli2s6g00636,hum1sNW_018397257.1g00058,opy300s8g00529,tc180s9g01546
cca301s7g00395,cpa1s6g02499,dz186s1g00902,ga198stig00004738g00001,.,hum1sNW_018397257.1g00033,opy300s8g00488,tc180s9g01520
cca301s7g00479,cpa1s8g01360,XP_022775993.1,ga198s3g01941,.,hum1sNW_018397266.1g00712,opy300s12g00419,tc180s2g01704
cca301s7g00632,cpa1s1g02465,dz186s1g00810,ga198s5g00738,.,hum1sNW_018397257.1g00195,opy300s8g00591,tc180s9g01683
cca301s7g00734,cpa1s6g02435,dz186s21g00870,ga198s8g00182,.,hum1sNW_018397257.1g00088,opy300s33g00285,tc180s9g01578
cca301s7g00803,cpa1s3g00039,dz186s18g01005,ga198s8g02390,.,hum1sNW_018397259.1g01391,opy300s30g00010,tc180s5g02327
cca301s7g00825,cpa1s7g02164,dz186s1g01133,ga198s6g00493,hli2s3g00205,.,opy300s2g01805,tc180s9g01135
cca301s7g00923,cpa1s7g00908,dz186s10g00733,ga198s5g00506,.,hum1sNW_018397256.1g00310,opy300s8g01550,tc180s9g01189
cca301s7g00941,cpa1s7g02060,dz186s1g01080,ga198s5g00094,.,hum1sNW_018397256.1g00291,opy300s8g01557,tc180s9g01207
cca301s7g01460,cpa1s7g01808,dz186s1g00962,ga198s5g00019,.,hum1sNW_018397256.1g00094,opy300s8g01627,tc180s9g01414
cca301s7g01592,cpa1s5g02334,dz186s21g00090,ga198s13g02696,.,hum1sNW_018397257.1g00434,opy300s2g00629,tc180s9g01911
cca301s7g01796,cpa1s2g00264,.,ga198s9g01117,hli2s1g00993,hum1sNW_018397257.1g00606,opy300s2g00498,tc180s9g02080
cca301s7g02072,cpa1s3g01280,dz186s1g01404,ga198s5g00637,.,hum1sNW_018397256.1g01467,opy300s8g00892,tc180s9g00127
cca301s7g02089,cpa1s7g01631,dz186s1g01425,ga198s13g02269,.,hum1sNW_018397256.1g01451,opy300s36g01034,tc180s9g00148
cca301s7g02133,cpa1s7g01696,dz186s1g01479,ga198s7g00344,.,hum1sNW_018397256.1g01391,opy300s3g00463,tc180s9g00204
cca301s7g02154,cpa1s7g01727,dz186s6g00661,ga198s13g02290,.,hum1sNW_018397256.1g01367,opy300s36g01006,tc180s9g00227
cca301s7g02167,cpa1s7g02069,dz186s1g01502,.,hli2s15g00137,hum1sNW_018397256.1g01360,opy300s2g01939,tc180s9g00234
cca301s7g02376,cpa1s2g02333,dz186s1g00231,ga198s13g02766,.,hum1sNW_018397257.1g00920,opy300s36g00153,tc180s9g02367
cca301s7g02415,cpa1s2g02381,dz186s10g00987,ga198s1g02346,.,hum1sNW_018397257.1g00961,opy300s3g01516,tc180s9g02408
cca301s7g02424,cpa1s2g02393,dz186s1g00271,.,hli2s1g01251,hum1sNW_018397257.1g00969,opy300s2g00225,tc180s9g02418
cca301s7g02444,cpa1s2g02423,dz186s1g00295,ga198s5g01045,hli2s1g01272,hum1sNW_018397257.1g00996,.,tc180s9g02444
cca301s7g02459,cpa1s2g02437,dz186s21g00381,ga198s7g01018,.,hum1sNW_018397257.1g01014,opy300s3g01544,tc180s9g02463
cca301s7g02532,cpa1s2g02573,dz186s10g00911,ga198s5g01110,.,hum1sNW_018397257.1g01092,opy300s8g00109,tc180s9g02544
cca301s7g02581,cpa1s7g00720,dz186s1g01916,ga198s13g02413,.,hum1sNW_018397256.1g00807,opy300s36g00807,tc180s9g00741
.,cpa1s1g00115,dz186s5g01572,ga198s12g02538,hli2s14g00160,hum1sNW_018397269.1g00162,opy300s13g01099,tc180s4g00883
.,cpa1s1g00195,dz186s13g01103,ga198s7g00915,hli2s14g00245,hum1sNW_018397269.1g00081,opy300s12g03073,tc180s4g00797
.,cpa1s1g00215,dz186s5g01589,ga198s11g02614,hli2s6g00344,hum1sNW_018397273.1g00093,opy300s12g02617,tc180s4g00425
.,cpa1s1g00377,dz186s9g01226,ga198s7g02592,hli2s8g00153,hum1sNW_018397279.1g00155,opy300s17g00721,tc180s4g00138
.,cpa1s1g00410,dz186s9g01251,ga198s7g02605,hli2s4g00163,hum1sNW_018397279.1g00186,opy300s17g00701,tc180s4g00168
.,cpa1s1g00431,dz186s16g00122,ga198s4g01189,hli2s4g00145,hum1sNW_018397279.1g00225,opy300s32g01080,tc180s4g00212
.,cpa1s1g00596,dz186s6g00786,ga198s7g02671,hli2s8g00024,hum1sNW_018397273.1g00025,opy300s17g00597,tc180s4g00356
.,cpa1s1g00946,dz186s9g01059,ga198s7g02387,hli2s8g00299,hum1sNW_018397272.1g00073,opy300s17g00937,tc180s4g00569
.,cpa1s1g01070,dz186s12g00578,ga198s13g01926,hli2s17g00973,hum1sNW_018397254.1g02158,opy300s38g00398,tc180s2g01478
.,cpa1s1g01208,dz186s27g00015,ga198s1g01093,hli2s7g01070,hum1sNW_018397260.1g00493,opy300s9g01358,tc180s8g00768
.,cpa1s1g01250,dz186s29g00087,ga198s6g00049,hli2s7g00957,hum1sNW_018397260.1g00974,opy300s1g01468,tc180s8g00325
.,cpa1s1g01336,dz186s29g00614,ga198s6g01311,hli2s7g00222,hum1sNW_018397260.1g00017,opy300s1g02153,tc180s8g01221
.,cpa1s1g01665,dz186s27g00703,ga198s9g01341,hli2s7g00194,hum1sNW_018397287.1g00056,opy300s1g02207,tc180s8g01490
.,cpa1s1g01695,dz186s1g00927,ga198s8g00251,hli2s1g00556,hum1sNW_018397256.1g00014,opy300s33g00200,tc180sUn_randomg00024
.,cpa1s1g01866,dz186s29g00499,ga198s2g01370,hli2s7g00397,hum1sNW_018397260.1g00267,opy300s9g00879,tc180s8g00980
.,cpa1s1g01990,dz186s27g00236,ga198s6g00187,hli2s7g00783,hum1sNW_018397260.1g01255,opy300s1g01625,tc180s8g00073
.,cpa1s1g02005,dz186s27g00249,ga198s1g01437,hli2s7g00771,hum1sNW_018397260.1g01281,opy300s9g01133,tc180s8g00059
.,cpa1s1g02088,dz186s2g00942,ga198s2g01475,hli2s7g00236,hum1sNW_018397260.1g00065,opy300s9g00783,tc180s8g01341
.,cpa1s1g02256,dz186s29g00422,ga198s5g02420,hli2s7g00500,hum1sNW_018397260.1g00403,opy300s40g00676,tc180s8g00839
.,cpa1s1g02306,dz186s2g01242,ga198s6g00324,hli2s7g00536,hum1sNW_018397260.1g00467,opy300s1g01847,tc180s8g00790
.,cpa1s1g02544,dz186s27g00611,ga198s3g00757,hli2s7g00275,hum1sNW_018397260.1g00098,opy300s18g00019,tc180s8g01181
.,cpa1s1g02610,dz186s27g00762,ga198s3g01101,hli2s7g00048,hum1sNW_018397286.1g00032,opy300s18g00199,tc180s8g01125
.,cpa1s2g00240,dz186s8g00247,ga198s13g01602,hli2s16g01566,hum1sNW_018397282.1g00051,opy300s38g00449,tc180s7g01229
.,cpa1s2g00433,dz186s1g00012,ga198s7g01175,hli2s11g00861,hum1sNW_018397257.1g00644,opy300s3g01328,tc180s9g02108
.,cpa1s2g00502,dz186s1g00039,ga198s7g01152,hli2s11g00885,hum1sNW_018397257.1g00684,opy300s3g01356,tc180s9g02140
.,cpa1s2g00556,dz186s1g00403,ga198s1g02428,hli2s11g01165,hum1sNW_018397257.1g01113,opy300s2g00113,tc180s9g02570
.,cpa1s2g00578,dz186s12g00514,ga198s3g01951,hli2s17g01006,hum1sNW_018397277.1g00006,opy300s12g00399,tc180s2g01676
.,cpa1s2g00620,dz186s12g00110,ga198s13g00945,hli2s17g01674,hum1sNW_018397283.1g00069,opy300s7g00151,tc180s2g02462
.,cpa1s2g00682,dz186s25g00591,ga198s3g01442,hli2s17g01633,hum1sNW_018397266.1g00008,opy300s12g00147,tc180s2g02392
.,cpa1s2g00746,dz186s25g00751,ga198s13g00801,hli2s18g00026,hum1sNW_018397283.1g00220,opy300s7g00041,tc180s2g02603
.,cpa1s2g00748,dz186s12g00037,ga198s3g01354,hli2s17g01769,hum1sNW_018397283.1g00222,opy300s35g00014,tc180s2g02605
.,cpa1s2g00887,dz186s5g00873,ga198s8g00528,hli2s9g00526,hum1sNW_018397258.1g01199,opy300s31g00143,tc180s1g02011
.,cpa1s2g00899,dz186s23g00512,ga198s5g03253,hli2s15g01421,hum1sNW_018397268.1g00365,opy300s22g01190,tc180s10g00380
.,cpa1s2g00932,dz186s23g00486,ga198s13g00227,hli2s16g00992,hum1sNW_018397268.1g00327,opy300s28g00455,tc180s10g00339
.,cpa1s2g01063,dz186s4g00944,ga198s13g00199,hli2s16g01099,hum1sNW_018397268.1g00211,opy300s28g00493,tc180s10g00217
.,cpa1s2g01089,dz186s23g00352,ga198s10g00011,hli2s15g01578,hum1sNW_018397268.1g00180,opy300s21g00111,tc180s10g00186
.,cpa1s2g01115,dz186s7g00569,ga198s10g00037,hli2s15g01595,hum1sNW_018397268.1g00153,opy300s21g00092,tc180s10g00159
.,cpa1s2g01122,dz186s4g00911,ga198s10g00049,hli2s15g01606,hum1sNW_018397268.1g00143,opy300s21g00086,tc180s10g00140
.,cpa1s2g01188,dz186s23g00275,ga198s6g01960,hli2s16g01198,hum1sNW_018397268.1g00073,opy300s30g00912,tc180s10g00067
.,cpa1s2g01190,dz186s7g00531,ga198s13g00151,hli2s15g01642,hum1sNW_018397268.1g00071,opy300s28g00548,tc180s10g00065
.,cpa1s2g01250,dz186s23g00177,ga198s5g02985,hli2s15g01853,hum1sNW_018397270.1g00243,opy300s22g01597,tc180s10g01131
.,cpa1s2g01348,dz186s12g00073,ga198s13g00871,hli2s17g01727,hum1sNW_018397283.1g00157,opy300s7g00085,tc180s2g02549
.,cpa1s2g01356,XP_022733735.1,ga198s12g01182,hli2s18g00066,hum1sNW_018397283.1g00164,opy300s10g01218,tc180s2g02555
.,cpa1s2g01877,dz186s8g01267,ga198s5g03380,hli2s18g00278,hum1sNW_018397266.1g00204,opy300s18g00997,tc180s2g02204
.,cpa1s2g01900,dz186s7g01054,ga198s10g00772,hli2s15g01789,hum1sNW_018397284.1g00010,opy300s21g00635,tc180s10g00935
.,cpa1s2g01950,dz186s8g01214,ga198s2g00986,hli2s18g00348,hum1sNW_018397266.1g00303,opy300s7g00423,tc180s2g02102
.,cpa1s2g01968,dz186s25g00359,ga198s3g01591,hli2s17g01432,hum1sNW_018397266.1g00324,opy300s12g00304,tc180s2g02079
.,cpa1s2g01983,dz186s1g00522,ga198s1g02459,hli2s1g01422,hum1sNW_018397257.1g01252,opy300s2g00008,tc180s9g02714
.,cpa1s2g02085,dz186s1g00448,ga198s5g01148,hli2s1g01391,hum1sNW_018397257.1g01161,opy300s8g00043,tc180s9g02627
.,cpa1s2g02091,dz186s10g00870,ga198s1g02501,hli2s11g01203,hum1sNW_018397257.1g01157,opy300s2g00068,tc180s9g02622
.,cpa1s2g02269,dz186s7g01091,ga198s10g00703,hli2s15g01730,hum1sNW_018397269.1g00319,opy300s21g00564,tc180s10g00841
.,cpa1s2g02340,dz186s10g01007,ga198s7g01068,hli2s1g01220,hum1sNW_018397257.1g00925,opy300s3g01492,tc180s9g02371
.,cpa1s2g02460,dz186s21g00383,ga198s8g00024,hli2s1g01286,hum1sNW_018397257.1g01025,opy300s33g00530,tc180s9g02476
.,cpa1s2g02616,dz186s8g00930,ga198s9g00562,hli2s17g01053,hum1sNW_018397277.1g00031,opy300s12g00378,tc180s2g01648
.,cpa1s2g02630,dz186s8g00935,ga198s3g01999,hli2s18g00773,hum1sNW_018397277.1g00051,opy300s10g00867,tc180s2g01625
.,cpa1s2g02657,dz186s23g00230,ga198s4g02015,hli2s15g01896,hum1sNW_018397270.1g00316,opy300s41g00413,tc180s10g01207
.,cpa1s3g00059,dz186s7g00010,ga198s11g00769,hli2s11g02141,hum1sNW_018397259.1g01379,opy300s4g00028,tc180s5g02314
.,cpa1s3g00075,dz186s18g00981,ga198s11g00778,hli2s11g02131,hum1sNW_018397259.1g01362,opy300s4g00037,tc180s5g02295
.,cpa1s3g00154,dz186s7g01365,ga198s9g01690,hli2s3g00529,hum1sNW_018397263.1g00472,opy300s1g02935,tc180s5g00503
.,cpa1s3g00180,dz186s18g00897,ga198s11g00875,hli2s19g02080,hum1sNW_018397259.1g01255,opy300s4g00124,tc180s5g02192
.,cpa1s3g00189,dz186s18g00885,ga198s8g02448,hli2s11g02055,hum1sNW_018397259.1g01189,opy300s30g00085,tc180s5g02123
.,cpa1s3g00204,dz186s4g00089,ga198s11g00895,hli2s19g02060,hum1sNW_018397259.1g01203,opy300s4g00140,tc180s5g02137
.,cpa1s3g00275,dz186s18g00814,ga198s11g00937,hli2s11g02011,hum1sNW_018397259.1g01153,opy300s4g00186,tc180s5g02089
.,cpa1s3g00734,XP_022761160.1,ga198s9g02606,hli2s10g00253,hum1sNW_018397264.1g00884,opy300s27g00240,tc180s4g01844
.,cpa1s3g01279,dz186s1g01510,ga198s8g02953,hli2s15g00144,hum1sNW_018397256.1g01348,opy300s43g00421,tc180s9g00244
.,cpa1s3g01531,dz186s25g00520,ga198s3g01489,hli2s17g01570,hum1sNW_018397266.1g00112,opy300s7g00272,tc180s2g02282
.,cpa1s3g01533,dz186s25g00518,ga198s13g01186,hli2s17g01569,hum1sNW_018397266.1g00114,opy300s7g00275,tc180s2g02280
.,cpa1s3g01655,dz186s19g00459,ga198s3g00354,hli2s10g00440,hum1sNW_018397264.1g00626,opy300s39g00420,tc180s4g01587
.,cpa1s3g02238,dz186s19g00844,ga198s9g02689,hli2s10g00111,hum1sNW_018397264.1g01144,opy300s27g00088,tc180s4g02084
